entry_number,pmid,title,details,author,url,abstract,sample_size_indicator,followup_indicator,pathologic_staging_filter,keyword_score
8948,31734604,MRI-based IMPT planning for prostate cancer,Radiother Oncol. 2020 Mar;144:79-85. doi: 10.1016/j.radonc.2019.10.010. Epub 2019 Nov 14.,Depauw N,https://www.ncbi.nlm.nih.gov/pubmed/31734604,"PURPOSE: Treatment planning for proton therapy requires the relative proton stopping power ratio (RSP) information of the patient for accurate dose calculations. RSP are conventionally obtained after mapping of the Hounsfield units (HU) from a calibrated patient computed tomography (CT). One or multiple CT are needed for a given treatment which represents additional, undesired dose to the patient. For prostate cancer, magnetic resonance imaging (MRI) scans are the gold standard for segmentation while offering dose-less imaging. We here quantify the clinical applicability of converted MR images as a substitute for intensity modulated proton therapy (IMPT) treatment of the prostate. METHODS: MRCAT (Magnetic Resonance for Calculating ATtenuation) is a Philips-developed technology which produces a synthetic CT image consisting of five HU from a specific set of MRI acquisitions. MRCAT and original planning CT data sets were obtained for ten patients. An IMPT plan was generated on the MRCAT for each patient. Plans were produced such that they fulfill the prostate protocol in use at Massachusetts General Hospital (MGH). The plans were then recomputed onto the nominal planning CT for each patient. Robustness analyses (±5 mm setup shifts and ±3.5 % range uncertainties) were also performed. RESULTS: Comparison of MRCAT plans and their recomputation onto the planning CT plan showed excellent agreement. Likewise, dose perturbations due to setup shifts and range uncertainties were well within clinical acceptance demonstrating the clinical viability of the approach. CONCLUSIONS: This work demonstrate the clinical acceptability of substituting MR converted RSP images instead of CT for IMPT planning of prostate cancer. This further translates into higher contouring accuracy along with lesser imaging dose.",UNKNOWN,UNKNOWN,UNKNOWN,50
8949,31708350,Single-Dose Focal Salvage High Dose Rate Brachytherapy for Locally Recurrent Prostate Cancer,Clin Oncol (R Coll Radiol). 2020 Apr;32(4):259-265. doi: 10.1016/j.clon.2019.10.008. Epub 2019 Nov 7.,Chitmanee P,https://www.ncbi.nlm.nih.gov/pubmed/31708350,"AIMS: To evaluate focal high dose rate (HDR) brachytherapy in locally recurrent prostate cancer. MATERIALS AND METHODS: Patients with biochemical relapse after non-surgical primary treatment for localised prostate cancer were selected after a negative screen for metastatic disease. Template mapping biopsies combined with multiparametric magnetic resonance imaging were used to identify the location of the tumour and the focal clinical target volume. The planning aim dose prescription was 19 Gy. Outcome measures were biochemical relapse-free survival and toxicity using International Prostate Symptom Score and Common Terminology Criteria for Adverse Events (version 4.0) scores. RESULTS: Between March 2013 and December 2018, 50 patients underwent salvage HDR brachytherapy. The median follow-up was 21 months (range 1-53). Biochemical progression-free survival at 2 and 3 years was 63% and 46%, respectively. On multivariate analysis, only prostate-specific antigen nadir ≤0.5 ng/ml post-salvage (P = 0.03, hazard ratio 0.04) was associated with biochemical progression-free survival. Relapse was associated with distant metastases in 11/13 patients in whom this was investigated. Late grade 3 genitourinary toxicities were gross haematuria (three patients), severe lower urinary tract symptoms (two patients), erectile dysfunction (one patient) and urethral stricture requiring surgery (four patients). No acute and late grade 4 or 5 genitourinary and no grade 3 or higher gastrointestinal toxicities were recorded. CONCLUSIONS: Focal salvage HDR monotherapy achieves biochemical control in 46% of patients at 3 years with acceptable toxicity rates in selected patients. Biochemical relapse was related to a post-salvage prostate-specific antigen nadir of ≥0.5 ng/ml. Long-term outcomes are needed to assess the impact on the natural history of prostate cancer in these patients.",UNKNOWN,UNKNOWN,TRUE,73
8951,31714369,"Robot-assisted radical prostatectomy vs. open radical prostatectomy: latest evidences on perioperative, functional and oncological outcomes",Curr Opin Urol. 2020 Jan;30(1):73-78. doi: 10.1097/MOU.0000000000000688.,Dell'Oglio P,https://www.ncbi.nlm.nih.gov/pubmed/31714369,"PURPOSE OF REVIEW: Despite increasing use of robotic surgery for radical prostatectomy, the benefit of robotic over open approach on different postoperative outcomes is still under debate. The present review aimed to provide a framework on the latest evidences on outcomes of prostate cancer (PCa) patients treated with robot-assisted radical prostatectomy (RARP) vs. open radical prostatectomy (ORP). Specifically, we focused on postoperative complications, urinary continence and erectile function recovery, PCa recurrence and PCa-related mortality. RECENT FINDINGS: Regarding perioperative outcomes, recent studies confirmed lower blood loss, transfusion rates and shorter catheterization time for RARP compared with ORP. Postoperative complications are lower in retrospective analyses, but this trend was not confirmed in prospective studies. Functional outcomes are comparable between RARP and ORP, with a slight nonclinically meaningful benefit in favour of RARP. The mid-term update of a recent randomized trial showed better oncological outcomes at 24 months, but the strength of this finding is limited by methodological flaws. Conversely, contemporary retrospective studies did not demonstrate differences in terms of biochemical recurrence between the two surgical approaches. SUMMARY: The recent large uptake of RARP relative to ORP was sustained by evidences showing improved perioperative outcomes but not clear benefit on functional and oncological outcomes.",UNKNOWN,UNKNOWN,UNKNOWN,93
8952,32141699,A fast robust optimizer for intensity modulated proton therapy using GPU,J Appl Clin Med Phys. 2020 Mar;21(3):123-133. doi: 10.1002/acm2.12835. Epub 2020 Mar 6.,Xu Y,https://www.ncbi.nlm.nih.gov/pubmed/32141699,"Robust optimization has been shown to be effective for stabilizing treatment planning in intensity modulated proton therapy (IMPT), but existing algorithms for the optimization process is time-consuming. This paper describes a fast robust optimization tool that takes advantage of the GPU parallel computing technologies. The new robust optimization model is based on nine boundary dose distributions - two for ±range uncertainties, six for ±set-up uncertainties along anteroposterior (A-P), lateral (R-L) and superior-inferior (S-I) directions, and one for nominal situation. The nine boundary influence matrices were calculated using an in-house finite size pencil beam dose engine, while the conjugate gradient method was applied to minimize the objective function. The proton dose calculation algorithm and the conjugate gradient method were tuned for heterogeneous platforms involving the CPU host and GPU device. Three clinical cases - one head and neck cancer case, one lung cancer case, and one prostate cancer case - were investigated to demonstrate the clinical feasibility of the proposed robust optimizer. Compared with results from Varian Eclipse (version 13.3), the proposed method is found to be conducive to robust treatment planning that is less sensitive to range and setup uncertainties. The three tested cases show that targets can achieve high dose uniformity while organs at risks (OARs) are in better protection against setup and range errors. Based on the CPU + GPU heterogeneous platform, the execution times of the head and neck cancer case and the prostate cancer case are much less than half of Eclipse, while the run time of the lung cancer case is similar to that of Eclipse. The fast robust optimizer developed in this study can improve the reliability of traditional proton treatment planning in a much faster speed, thus making it possible for clinical utility.",UNKNOWN,UNKNOWN,UNKNOWN,50
8953,31928867,Definition of high-risk prostate cancer impacts oncological outcomes after radical prostatectomy,Urol Oncol. 2020 Apr;38(4):184-190. doi: 10.1016/j.urolonc.2019.12.014. Epub 2020 Jan 9.,Knipper S,https://www.ncbi.nlm.nih.gov/pubmed/31928867,"BACKGROUND: To examine the impact of different pretreatment definitions on biochemical recurrence (BCR)-free survival, metastasis-free survival, and cancer-specific survival after radical prostatectomy. METHODS: Overall, 26,364 patients with clinically localized disease who underwent radical prostatectomy at a single institution (1992-2017) were retrospectively analyzed. Seven pretreatment definitions of high-risk CaP (prostate-specific antigen [PSA] ≥20 ng/ml, clinical stage ≥T2c, clinical stage T3 [cT3], biopsy Gleason score [GS] 8-10 [Grade Group {GG} IV-V], biopsy GS 9 to 10 [GG V], D'Amico risk definition, National Comprehensive Cancer Network risk definition) were evaluated. Kaplan-Meier, as well as multivariable Cox regression analyses were used. RESULTS: Depending on the definition, patients with high-risk CaP comprised between 0.9% (cT3) and 20.3% (D'Amico high-risk) of the population. Ten-year BCR-free survival rates varied from 36.0% (≥cT2c) to 47.4% (National Comprehensive Cancer Network high-risk). Ten-year metastasis-free survival rates varied from 56.6% (GS 9-10/GG V) to 77.5% (PSA ≥ 20 ng/ml). Ten-year cancer-specific survival rates varied from 86.6% (cT3) to 94.5% (PSA ≥ 20 ng/ml). In multivariable analysis, all high-risk definitions were associated with significantly higher risk of BCR (hazard ratio [HR]: 3.4-3.9), metastatic progression (HR: 3.9-8.8), and cancer-specific mortality (HR: 2.8-11.2). CONCLUSIONS: Variety in outcomes exists, depending on the pretreatment definition of high-risk CaP. Among the tested, GS 9 to 10 (GG V), cT2c, and cT3 were the strongest predictor for higher BCR risk, cT3 was the strongest predictor for higher metastatic progression risk and GS 9 to 10 (GG V) was the strongest predictor for higher cancer-specific mortality risk in multivariable analyses.",TRUE,UNKNOWN,UNKNOWN,100
8954,31873779,Image-guided dose-escalated radiation therapy for localized prostate cancer with helical tomotherapy,Strahlenther Onkol. 2020 Mar;196(3):229-242. doi: 10.1007/s00066-019-01562-2. Epub 2019 Dec 23.,Barelkowski T,https://www.ncbi.nlm.nih.gov/pubmed/31873779,"PURPOSE: To evaluate treatment outcomes for patients with localized prostate cancer who were treated with dose-escalated primary image-guided radiation therapy (IGRT). METHODS: We retrospectively analyzed 88 consecutive patients treated using helical tomotherapy with daily megavoltage CTs (MVCT). Patients were prescribed daily doses of 1.8 Gy to the planning target volume (PTV) and 2 Gy to the clinical target volume (CTV). Low- and favorable intermediate-risk patients received a minimum total dose of 72 Gy to the PTV and up to 80 Gy to the CTV. Unfavorable intermediate-risk and high-risk patients received a minimum total dose of 75.6 Gy to the PTV and up to 84 Gy to the CTV. We assessed freedom from biochemical relapse (FFBF), 5‑year biochemical recurrence-free survival (5-bRFS), distant metastasis-free survival (5-dMFS), and cancer-specific survival (5-CSS) as well as acute and late genitourinary (GU) and gastrointestinal (GI) toxicity. RESULTS: Among our cohort, 11.4% were low-risk, 50% intermediate-risk, and 38.6% high-risk patients according to the D'Amico criteria. Median follow-up was 66 months (range 8-83 months). FFBF was 100%, 97.7%, and 90.7%; 5‑bRFS was 100%, 92.8%, and 70.4%; 5‑dMFS was 100%, 92.7%, and 70.4%; and 5‑CSS was 100%, 97.4%, and 89.8% for low-, intermediate-, and high-risk patients, respectively. Grades 2 and 3 toxicity occurred at the following rates: acute GU toxicity 39.8% and 1.1%, acute GI toxicity 12.5% and 0%, late GU toxicity 19.3% and 4.5%, and late GI toxicity 4.5% and 1.1% of patients, respectively. No toxicity >grade 3 was observed. CONCLUSION: Risk-adapted dose-escalated IGRT with helical tomotherapy of up to 84 Gy is a feasible and well-tolerable treatment scheme with promising oncological results.",FALSE,N/A,TRUE,100
8956,31512285,Quality of life in prostate cancer patients receiving particle radiotherapy: A review of the literature,Int J Urol. 2020 Jan;27(1):24-29. doi: 10.1111/iju.14102. Epub 2019 Sep 11.,Kawamura H,https://www.ncbi.nlm.nih.gov/pubmed/31512285,"Proton and carbon ion radiotherapy for the treatment of prostate cancer is associated with a lower incidence of adverse events than conventional radiotherapy. There are few reports on the quality of life of patients treated with particle therapy, and limited patient-reported outcomes. Analysis of quality of life is important for patients treated with radiotherapy alone or in combination with hormonal therapy, and long-term results, dose fractionation and costs need to be included in the analysis. This information might help both clinical decision-making and selection of appropriate treatments according to the individual needs of patients. This study reviews the literature on the quality of life and outcomes of patients treated with particle therapy, and discusses future directions.",UNKNOWN,UNKNOWN,UNKNOWN,60
8957,31942652,Focal high-dose-rate brachytherapy for localized prostate cancer: toxicity and preliminary biochemical results,Strahlenther Onkol. 2020 Mar;196(3):222-228. doi: 10.1007/s00066-019-01561-3. Epub 2020 Jan 15.,Prada PJ,https://www.ncbi.nlm.nih.gov/pubmed/31942652,"BACKGROUND: This study aimed to evaluate the outcomes and the toxicity of focal high-dose-rate (HDR) brachytherapy in selected localized prostate cancer patients. METHODS: Fifty patients were treated with focal high-dose-rate brachytherapy between March 2013 and November 2017, representing 5% of the cases treated by our group during this period. Only patients with very limited and localized tumors, according to strict criteria, were selected for the procedure. The prescribed dose for the focal volume was 24 Gy. RESULTS: The treated volume corresponded to a mean value of 32% of the total prostatic volume. The mean focal D<sub>90</sub> in our series was 23 Gy (range 16-26 Gy). The mean initial IPSS was 8.2 (range 0-26), at 6 months 7.5 (range 0-23), and at 24 months 6.7 (range 0-18). No acute or late urinary retention was seen. When the ICIQ-SF score was 0 at the end of treatment, it remained nil thereafter at 1 and 2 years for all patients. No intraoperative or perioperative complications occurred. No rectal toxicity was reported after treatment. Of the total patients identified as potent, only three patients had a very slight decrease of the mean IIEF5. The mean initial PSA was 6.9 ng/mL (range 1.9-13.4). At the last follow-up visit, the mean PSA was 3 ng/ml (range 0.48-8.11). CONCLUSION: HDR focal brachytherapy in selected patients with low intermediate-risk prostate cancer could achieve the same satisfactory results in terms of relapse-free survival as conventional whole prostate brachytherapy with less toxicity.",FALSE,N/A,UNKNOWN,68
8958,32077006,Post-HIFU locally relapsed prostate cancer: high-dose salvage radiotherapy guided by molecular imaging,Radiol Med. 2020 May;125(5):491-499. doi: 10.1007/s11547-020-01148-4. Epub 2020 Feb 19.,Rigo M,https://www.ncbi.nlm.nih.gov/pubmed/32077006,"PURPOSE: To evaluate tolerance and biochemical control rates of salvage external beam radiotherapy (EBRT) in patients with local relapse from prostate cancer (PC) after high-intensity focused ultrasound (HIFU) as primary treatment. METHODS: Twenty-four patients presented biochemical failure of PC. Salvage EBRT to the residual prostate was performed with moderate hypofractionation schedule (MHRT) in 28 fractions (n = 16) or with extreme hypofractionation schedule (SBRT) in 5 fractions (n = 8) by means of image-guided volumetric modulation arc therapy. In case of MHRT, the median dose was 71.4 Gy, whereas in case of SBRT it was 32.5 Gy. RESULTS: The median follow-up was 28 months. The median PSA nadir was 0.26 ng/mL. In case of MHRT, the median PSA nadir was 0.15 ng/mL and occurred within a median time of 19 months. In case of SBRT, the median PSA nadir was 0.64 ng/mL and occurred within a median time of 8 months. No G3 higher acute or late toxicity after EBRT was observed. Only three patients presented with G2 acute GI toxicity (actinic proctitis). Twelve patients experienced acute G1 GU toxicity: 8/16 of men treated with MHRT and 4/8 of men treated with SBRT. Complete local control of disease was achieved in 23/24 patients (96%). CONCLUSIONS: Our data confirm the feasibility and the low toxicity of salvage EBRT with both schedules of treatment after HIFU failure. The findings of low acute toxicity and good biochemical control rates are encouraging, but a larger number of patients and a longer follow-up are needed to confirm these results.",UNKNOWN,UNKNOWN,UNKNOWN,50
8959,32756597,Dr. Answer AI for prostate cancer: Clinical outcome prediction model and service,PLoS One. 2020 Aug 5;15(8):e0236553. doi: 10.1371/journal.pone.0236553. eCollection 2020.,Rho MJ,https://www.ncbi.nlm.nih.gov/pubmed/32756597,"OBJECTIVES: The importance of clinical outcome prediction models using artificial intelligence (AI) is being emphasized owing to the increasing necessity of developing a clinical decision support system (CDSS) employing AI. Therefore, in this study, we proposed a ""Dr. Answer"" AI software based on the clinical outcome prediction model for prostate cancer treated with radical prostatectomy. METHODS: The Dr. Answer AI was developed based on a clinical outcome prediction model, with a user-friendly interface. We used 7,128 clinical data of prostate cancer treated with radical prostatectomy from three hospitals. An outcome prediction model was developed to calculate the probability of occurrence of 1) tumor, node, and metastasis (TNM) staging, 2) extracapsular extension, 3) seminal vesicle invasion, and 4) lymph node metastasis. Random forest and k-nearest neighbors algorithms were used, and the proposed system was compared with previous algorithms. RESULTS: Random forest exhibited good performance for TNM staging (recall value: 76.98%), while k-nearest neighbors exhibited good performance for extracapsular extension, seminal vesicle invasion, and lymph node metastasis (80.24%, 98.67%, and 95.45%, respectively). The Dr. Answer AI software consisted of three primary service structures: 1) patient information, 2) clinical outcome prediction, and outcomes according to the National Comprehensive Cancer Network guideline. CONCLUSION: The proposed clinical outcome prediction model could function as an effective CDSS, supporting the decisions of the physicians, while enabling the patients to understand their treatment outcomes. The Dr. Answer AI software for prostate cancer helps the doctors to explain the treatment outcomes to the patients, allowing the patients to be more confident about their treatment plans.",UNKNOWN,UNKNOWN,UNKNOWN,60
8960,32004559,Outcomes and Complications After Intervention for Postradiation Prostatic Urethral Stenosis,Urology. 2020 May;139:193-197. doi: 10.1016/j.urology.2019.11.063. Epub 2020 Jan 28.,Smith SM,https://www.ncbi.nlm.nih.gov/pubmed/32004559,"OBJECTIVE: To study and report on treatment outcomes after surgical intervention for postradiation prostatic urethral stenosis. METHODS: A retrospective chart review was performed, identifying all patients treated at our institution from July 2014-June 2018 with the ICD-10 code N42.89 for prostatic urethral stenosis. RESULTS: Twenty-two patients were identified with the diagnosis of prostatic urethral stenosis. Patients who had less than 3 months of follow up or etiologies other than postradiation were excluded from analysis. 16 patients were included in the final analysis with an average follow up of 2.6 years (range 3 months to 6.8 years). Average age was 74 years (range 63-84). The average number of interventions performed before referral to a reconstructive urologist was 2.2 (range 0-6). Following referral, an additional 1.2 procedures were performed. Transurethral resection of prostate was the most common intervention, performed in 11 patients; urethroplasty was performed in 2 and the remainder underwent endoscopic incision or dilation. None of the urethroplasty patients required any further intervention for recurrent stenosis. Five patients became severely incontinent and required placement of an artificial urinary sphincter. CONCLUSION: Prostatic urethral stenosis is a rare complication occurring after radiotherapy for prostate cancer. Endoscopic management can be successful in stabilizing patients, while urethroplasty can be feasibly performed in patients with short prostatic apical strictures.",UNKNOWN,FALSE,UNKNOWN,55
8961,32366385,A Review of Stereotactic Body Radiation Therapy in the Management of Oligometastatic Prostate Cancer,Anticancer Res. 2020 May;40(5):2419-2428. doi: 10.21873/anticanres.14211.,Zhang B,https://www.ncbi.nlm.nih.gov/pubmed/32366385,"BACKGROUND/AIM: Management strategies such as surgery and systemic therapy (androgen-deprivation therapy and chemotherapy) are considered a standard of care for patients with oligometastatic prostate cancer and have shown some positive results in many patients. However, they are often accompanied by side-effects that can negatively affect patients. The aim of this study is to review the potential of stereotactic body radiation therapy (SBRT) in the management of oligometastatic prostate cancer and to compare treatment outcomes with SBRT to those under standard of care management regarding progression-free survival (PFS), androgen-deprivation therapy (ADT)-free survival and local control rate (LCR) as well as a comparison of toxicity profiles. MATERIALS AND METHODS: MEDLINE (PubMed), EMBASE, and Clinicaltrials.gov databases were searched to identify prospective randomised controlled trials as well as retrospective studies investigating SBRT and standard of care management for oligometastatic prostate cancer. Data on treatment outcomes and toxicity profiles were extracted. RESULTS: A total of 18 studies were included: 14 reported on the use of SBRT and four reported on the use of standard of care management. For SBRT, median PFS was 7.36-24 months. Median ADT-free survival was 12.3-39.7 months. The LCR varied, with some reports of 100% at 6 months and others of 92% at 5 years. No significant grade 3 toxicity was reported, with only five grade 3 events reported in two studies. For standard of care management, most of the studies reported 3-year PFS of 46.9-58.6%, with one study reporting a median PFS of 38.6 months. No standard of care study reported on LCR and ADT-free survival. Although different toxicity grading systems were used depending on the treatment modality, there were some reports of grade 3 events using standard of care management. CONCLUSION: SBRT appears to be a safe and effective modality for treating oligometastatic prostate cancer, having the potential to defer palliative ADT. Although LCR is excellent compared to conventional therapies, the PFS rate is reportedly inferior to standard of care therapies. No significant grade 3 toxicity was observed with SBRT.",UNKNOWN,UNKNOWN,UNKNOWN,78
8962,31846391,Associations between Hospital Volume and Outcomes of Robot-Assisted Radical Prostatectomy,J Urol. 2020 May;203(5):926-932. doi: 10.1097/JU.0000000000000698. Epub 2019 Dec 17.,Xia L,https://www.ncbi.nlm.nih.gov/pubmed/31846391,"PURPOSE: Robot-assisted radical prostatectomy has become the predominant surgical modality to manage localized prostate cancer in the U.S. However, there are few studies focusing on the associations between hospital volume and outcomes of robot-assisted radical prostatectomy. MATERIALS AND METHODS: We identified robot-assisted radical prostatectomies for clinically localized (cT1-2N0M0) prostate cancer diagnosed between 2010 and 2014 in the National Cancer Database. We categorized annual average hospital robot-assisted radical prostatectomy volume into very low, low, medium, high and very high by most closely sorting the final included patients into 5 equal-sized groups (quintiles). Outcomes included 30-day mortality, 90-day mortality, conversion (to open), prolonged length of stay (more than 2 days), 30-day (unplanned) readmission, positive surgical margin and lymph node dissection rates. RESULTS: A total of 114,957 patients were included in the study, and hospital volume was categorized into very low (3 to 45 cases per year), low (46 to 72), medium (73 to 113), high (114 to 218) and very high (219 or more). Overall 30-day mortality (0.12%), 90-day mortality (0.16%) and conversion rates (0.65%) were low. Multivariable logistic regressions showed that compared with the very low volume group, higher hospital volume was associated with lower odds of conversion to open surgery (OR 0.23, p <0.001 for very high), prolonged length of stay (OR 0.25, p <0.001 for very high), 30-day readmission (OR 0.53, p <0.001 for very high) and positive surgical margins (OR 0.61, p <0.001 for very high). Higher hospital volume was also associated with higher odds of lymph node dissection in the intermediate/high risk cohort (OR 3.23, p <0.001 for very high). CONCLUSIONS: Patients undergoing robot-assisted radical prostatectomy at higher volume hospitals are likely to have improved perioperative and superior oncologic outcomes compared to lower volume hospitals.",FALSE,N/A,UNKNOWN,65
8963,32581061,High dose-rate brachytherapy of localized prostate cancer converts tumors from cold to hot,J Immunother Cancer. 2020 Jun;8(1):e000792. doi: 10.1136/jitc-2020-000792.,Keam SP,https://www.ncbi.nlm.nih.gov/pubmed/32581061,"BACKGROUND: Prostate cancer (PCa) has a profoundly immunosuppressive microenvironment and is commonly immune excluded with few infiltrative lymphocytes and low levels of immune activation. High-dose radiation has been demonstrated to stimulate the immune system in various human solid tumors. We hypothesized that localized radiation therapy, in the form of high dose-rate brachytherapy (HDRBT), would overcome immune suppression in PCa. METHODS: To investigate whether HDRBT altered prostate immune context, we analyzed preradiation versus postradiation human tissue from a cohort of 24 patients with localized PCa that received HDRBT as primary treatment (RadBank cohort). We performed Nanostring immune gene expression profiling, digital spatial profiling, and high-throughput immune cell multiplex immunohistochemistry analysis. We also resolved tumor and nontumor zones in spatial and bioinformatic analyses to explore the immunological response. RESULTS: Nanostring immune profiling revealed numerous immune checkpoint molecules (eg, B7-H3, CTLA4, PDL1, and PDL2) and TGFβ levels were increased in response to HDRBT. We used a published 16-gene tumor inflammation signature (TIS) to divide tumors into distinct immune activation states (high:<i>hot</i>, intermediate and low:<i>cold</i>) and showed that most localized PCa are cold tumors pre-HDRBT. Crucially, HDRBT converted 80% of these 'cold'-phenotype tumors into an 'intermediate' or 'hot' class. We used digital spatial profiling to show these HDRBT-induced changes in prostate TIS scores were derived from the nontumor regions. Furthermore, these changes in TIS were also associated with pervasive changes in immune cell density and spatial relationships-in particular, between T cell subsets and antigen presenting cells. We identified an increased density of CD4<sup>+</sup> FOXP3<sup>+</sup> T cells, CD68<sup>+</sup> macrophages and CD68<sup>+</sup> CD11c<sup>+</sup> dendritic cells in response to HDRBT. The only subset change specific to tumor zones was PDL1<sup>-</sup> macrophages. While these immune responses were heterogeneous, HDRBT induced significant changes in immune cell associations, including a gained T cell and HMWCK<sup>+</sup> PDL1<sup>+</sup> interaction in tumor zones. CONCLUSION: In conclusion, we showed HDRBT converted ""cold"" prostate tumors into more immunologically activated ""hot"" tissues, with accompanying spatially organized immune infiltrates and signaling changes. Understanding and potentially harnessing these changes will have widespread implications for the future treatment of localized PCa, including rational use of combination radio-immunotherapy.",UNKNOWN,UNKNOWN,UNKNOWN,60
8964,32068493,"The Comparative Outcomes of Radical Prostatectomy versus Radiotherapy for Nonmetastatic Prostate Cancer: A Longitudinal, Population-Based Analysis",J Urol. 2022 Oct;208(4):846-854. doi: 10.1097/JU.0000000000000805. Epub 2020 Feb 18.,Oake JD,https://www.ncbi.nlm.nih.gov/pubmed/32068493,"PURPOSE: The comparative effectiveness of radical prostatectomy (RP) versus radiation therapy (RT) for prostate cancer remains a largely debated topic. Utilizing a provincial population-based linked data set from an equal-access, universal health care system, we sought to compare outcomes among patients treated with either radiation or prostatectomy for nonmetastatic prostate cancer. MATERIALS AND METHODS: We performed a retrospective cohort study by linking several administrative data sets to identify patients who were diagnosed with prostate cancer between 2004 and 2016 in Manitoba, Canada and who were subsequently treated with either RP or RT. Cox proportional hazard models with inverse probability of treatment weighting were used to compare rates of all-cause mortality, as well as prostate cancer specific mortality (PCSM) between patients who underwent RP vs RT. RESULTS: During the study period, 2,540 patients underwent RP and 1,895 underwent RT for prostate cancer. Unadjusted overall survival was higher for RP vs RT (5-year overall survival 95.52% for RP compared with 84.55% for RT, p <0.0001). In inverse probability of treatment weighting-adjusted Cox regression analysis, compared to patients in the RP groups, patients in the RT group had an increased rate of all-cause mortality (HR 1.93, 95% CI 1.65-2.26, p <0.0001), and PCSM (HR 3.98, 95% CI 2.89-5.49; p <0.0001). CONCLUSIONS: RT was associated with higher all-cause mortality and PCSM rates compared with RP. These findings highlight the importance of comparative effectiveness research to identify treatment disparities and warrant further investigation.",UNKNOWN,UNKNOWN,UNKNOWN,83
8965,32449896,Peritoneal Flap in Robot-Assisted Radical Prostatectomy,Dtsch Arztebl Int. 2020 Apr 3;117(14):243-250. doi: 10.3238/arztebl.2020.0243.,Bründl J,https://www.ncbi.nlm.nih.gov/pubmed/32449896,"BACKGROUND: Lymphocele is the most common complication arising after pelvic lymph node dissection (PLND) in the setting of robot-assisted radical prostatectomy (RARP). The only data available until now on the utility of a peritoneal flap to prevent lymphocele were retrospectively acquired. METHODS: A randomized, controlled, multi-center trial with blinded assessment of endpoints was carried out on 232 patients with prostate cancer who underwent RARP with PLND. The patients in the intervention group were given a peritoneal flap; in the control group, surgery was performed without this modification. The two joint primary endpoints were the rates of symptomatic lymphocele during the same hospitalization as the operative procedure (iT1) and within 90 days of surgery (iT2). The secondary endpoints were lymphocele volume, the need for treatment of lymphocele, complications requiring an intervention, and the degree of postoperative stress incontinence. German Clinical Trials Register number: DRKS00011115. RESULTS: The data were evaluated in an intention-to-treat analysis, which, in this trial, was identical to an as-treated analysis. 108 patients (46.6%) were allotted to the intervention group. There were no statistically significant intergroup differences with respect to any clinical or histopathological criteria. A median of 16 lymph nodes were removed (interquartile range, 11-21). A symptomatic lymphocele arose in 1.3% (iT1) and 9.1% (iT2) of the patients, without any statistically significant difference between the two trial groups (p = 0.599 and p = 0.820, respectively). Nor did the groups differ significantly with respect to lymphocele volume (p = 0.670 on hospital discharge [T1], p = 0.650 90 days after surgery [T2]) or the type and frequency of need for subsequent surgical intervention (p = 0.535; iT2). 81.5% of all patients (n = 189) had no complications at all in the first three months after surgery. Nor were there any intergroup differences at 90 days with respect to the degree of stress urinary incontinence (p = 0.306) or complications (p = 0.486). CONCLUSION: A peritoneal flap after RARP was not found to influence the rate of postoperative lymphocele, whether asymptomatic or requiring treatment.",UNKNOWN,UNKNOWN,TRUE,70
8967,32013912,Radiotherapy of prostate cancer: impact of treatment characteristics on the incidence of second tumors,BMC Cancer. 2020 Feb 3;20(1):90. doi: 10.1186/s12885-020-6581-5.,Buwenge M,https://www.ncbi.nlm.nih.gov/pubmed/32013912,"BACKGROUND: It has been hypothesized that radiotherapy (RT) techniques delivering radiations to larger volumes (IMRT, VMAT) are potentially associated with a higher risk of second primary tumors. The aim of this study was to analyse the impact of RT technique (3D-CRT vs IMRT/VMAT) on the incidence of second tumors in prostate cancer (PCa) patients. METHODS: A retrospective study on 2526 previously irradiated PCa patients was performed. Patients were treated with 3D-CRT (21.3%), IMRT (68.1%), or VMAT (10.6%). Second tumors incidence was analysed in 3 categories: pelvic, pelvic and abdominal, and ""any site"". The correlation with RT technique was analysed using log-rank test and Cox's proportional hazard method. RESULTS: With a median follow-up of 72 months (range: 9-185), 92 (3.6%) cases of second tumors were recorded with 48 months (range: 9-152) median interval from RT. Actuarial 10-year second tumor free survival (STFS) was 87.3%. Ten-year STFS in patients treated with 3D-CRT and IMRT/VMAT was 85.8 and 84.5%, respectively (p: .627). A significantly higher 10-year cumulative incidence of second tumors in the pelvis was registered in patients treated with IMRT/VMAT compared to 3D-CRT (10.7% vs 6.0%; p: .033). The lower incidence of second pelvic cancers in patients treated with 3D-CRT was confirmed at multivariable analysis (HR: 2.42, 95%CI: 1.07-5.47, p: .034). CONCLUSIONS: The incidence of second pelvic tumors after RT of PCa showed a significant correlation with treatment technique. Further analyses in larger series with prolonged follow-up are needed to confirm these results.",UNKNOWN,UNKNOWN,UNKNOWN,58
