entry_number,pmid,title,details,author,url
10116,32003864,Prediction of radiation-induced malfunction for cardiac implantable electronic devices (CIEDs),Med Phys. 2020 Apr;47(4):1489-1498. doi: 10.1002/mp.14057. Epub 2020 Feb 21.,Matsubara H,https://www.ncbi.nlm.nih.gov/pubmed/32003864
10117,31694438,The influence of errors in small field dosimetry on the dosimetric accuracy of treatment plans,Acta Oncol. 2020 May;59(5):511-517. doi: 10.1080/0284186X.2019.1685127. Epub 2019 Nov 7.,Lechner W,https://www.ncbi.nlm.nih.gov/pubmed/31694438
10118,31361646,18F-DCFPyL Uptake in an Incidentally Detected Follicular Lymphoma by PET/CT Performed for Biochemically Recurrent Prostate Cancer,Clin Nucl Med. 2020 Feb;45(2):e96-e97. doi: 10.1097/RLU.0000000000002738.,Meijer D,https://www.ncbi.nlm.nih.gov/pubmed/31361646
10119,32285285,National trends in the management of low-risk prostate cancer: analyzing the impact of Medicaid expansion in the United States,Int Urol Nephrol. 2020 Sep;52(9):1611-1615. doi: 10.1007/s11255-020-02463-5. Epub 2020 Apr 13.,Chipollini J,https://www.ncbi.nlm.nih.gov/pubmed/32285285
10120,32400341,"Folate-Targeted Polyacrylamide/Punicic Acid Nanomicelles for Flutamide Delivery in Prostate Cancer: Characterization, In Vitro Biological Evaluation, and its DFT Study",Recent Pat Nanotechnol. 2020;14(4):360-374. doi: 10.2174/1872210514666200513092614.,Mirsafaei R,https://www.ncbi.nlm.nih.gov/pubmed/32400341
10122,32224316,Local dose analysis to predict acute and late urinary toxicities after prostate cancer radiotherapy: Assessment of cohort and method effects,Radiother Oncol. 2020 Jun;147:40-49. doi: 10.1016/j.radonc.2020.02.028. Epub 2020 Mar 28.,Mylona E,https://www.ncbi.nlm.nih.gov/pubmed/32224316
10123,31433119,"Regulation of PDE5 expression in normal prostate, benign prostatic hyperplasia, and adenocarcinoma",Andrology. 2020 Mar;8(2):427-433. doi: 10.1111/andr.12695. Epub 2019 Aug 21.,Bisegna C,https://www.ncbi.nlm.nih.gov/pubmed/31433119
10124,32203427,"Climacturia: a comprehensive review assessing pathophysiology, prevalence, impact, and treatment options regarding the ""leak of pleasure""",Int J Impot Res. 2021 Apr;33(3):259-270. doi: 10.1038/s41443-020-0257-1. Epub 2020 Mar 17.,Mykoniatis I,https://www.ncbi.nlm.nih.gov/pubmed/32203427
10125,32678818,Bone metastasis and skeletal-related events in patients with solid cancer: A Korean nationwide health insurance database study,PLoS One. 2020 Jul 17;15(7):e0234927. doi: 10.1371/journal.pone.0234927. eCollection 2020.,Hong S,https://www.ncbi.nlm.nih.gov/pubmed/32678818
10126,32561036,Shielding implications on secondary radiation doses in prostate cancer treatment,Appl Radiat Isot. 2020 Sep;163:109163. doi: 10.1016/j.apradiso.2020.109163. Epub 2020 Apr 4.,Medeiros MPC,https://www.ncbi.nlm.nih.gov/pubmed/32561036
10127,32132072,Performance Status Is Associated With Survival in Elderly Patients Irradiated for Cerebral Metastases from Prostate Cancer,Anticancer Res. 2020 Mar;40(3):1665-1668. doi: 10.21873/anticanres.14117.,Nguyen T,https://www.ncbi.nlm.nih.gov/pubmed/32132072
10130,32101695,"Androgen deprivation therapy: indications, methods of utilization, side effects and their management",Can J Urol. 2020 Feb;27(27 Suppl 1):11-16.,Magee DE,https://www.ncbi.nlm.nih.gov/pubmed/32101695
10131,32190957,Prognostic Value of Germline DNA Repair Gene Mutations in De Novo Metastatic and Castration-Sensitive Prostate Cancer,Oncologist. 2020 Jul;25(7):e1042-e1050. doi: 10.1634/theoncologist.2019-0495. Epub 2020 Mar 19.,Wei Y,https://www.ncbi.nlm.nih.gov/pubmed/32190957
10132,31599113,Likert vs PI-RADS v2: a comparison of two radiological scoring systems for detection of clinically significant prostate cancer,BJU Int. 2020 Jan;125(1):49-55. doi: 10.1111/bju.14916. Epub 2019 Nov 1.,Khoo CC,https://www.ncbi.nlm.nih.gov/pubmed/31599113
10136,32366674,"Radiation Attenuates Prostate Tumor Antiviral Responses to Vesicular Stomatitis Virus Containing IFN?, Resulting in Pronounced Antitumor Systemic Immune Responses",Mol Cancer Res. 2020 Aug;18(8):1232-1243. doi: 10.1158/1541-7786.MCR-19-0836. Epub 2020 May 4.,Udayakumar TS,https://www.ncbi.nlm.nih.gov/pubmed/32366674
10137,32147685,Prostate-specific membrane antigen (PSMA)-ligand positron emission tomography and radioligand therapy (RLT) of prostate cancer,Jpn J Clin Oncol. 2020 Apr 7;50(4):349-356. doi: 10.1093/jjco/hyaa004.,Tateishi U,https://www.ncbi.nlm.nih.gov/pubmed/32147685
10139,31653572,"Androgen Receptor Splice Variant, AR-V7, as a Biomarker of Resistance to Androgen Axis-Targeted Therapies in Advanced Prostate Cancer",Clin Genitourin Cancer. 2020 Feb;18(1):1-10. doi: 10.1016/j.clgc.2019.09.015. Epub 2019 Sep 26.,Zhang T,https://www.ncbi.nlm.nih.gov/pubmed/31653572
10140,32281264,Can we improve the detection rate of prostate cancer using standard 12-core TRUS-guided prostate biopsy? Focused on the location of prostate biopsy,Cancer Med. 2020 Jun;9(11):3758-3764. doi: 10.1002/cam4.2990. Epub 2020 Apr 12.,Yoo S,https://www.ncbi.nlm.nih.gov/pubmed/32281264
10143,31821185,"Prostate Cancer, Use of Androgen Deprivation Therapy, and Cognitive Impairment: A Population-based Study",Alzheimer Dis Assoc Disord. 2020 Apr-Jun;34(2):118-121. doi: 10.1097/WAD.0000000000000366.,Alonso Quiñones HJ,https://www.ncbi.nlm.nih.gov/pubmed/31821185
10144,31522863,Phase 2 clinical trial of TORC1 inhibition with everolimus in men with metastatic castration-resistant prostate cancer,Urol Oncol. 2020 Mar;38(3):79.e15-79.e22. doi: 10.1016/j.urolonc.2019.08.015. Epub 2019 Sep 12.,George DJ,https://www.ncbi.nlm.nih.gov/pubmed/31522863
10145,31955223,Clinical perspectives from ongoing trials in oligometastatic or oligorecurrent prostate cancer: an analysis of clinical trials registries,World J Urol. 2021 Feb;39(2):317-326. doi: 10.1007/s00345-019-03063-4. Epub 2020 Jan 18.,De Bruycker A,https://www.ncbi.nlm.nih.gov/pubmed/31955223
10147,32193798,Evaluation of target volume margins for radiotherapy of prostate implanted with fiducial markers,Radiol Phys Technol. 2020 Jun;13(2):152-159. doi: 10.1007/s12194-020-00563-6. Epub 2020 Mar 19.,Fawzy R,https://www.ncbi.nlm.nih.gov/pubmed/32193798
10149,32145020,Putting the Pieces Together: Completing the Mechanism of Action Jigsaw for Sipuleucel-T,J Natl Cancer Inst. 2020 Jun 1;112(6):562-573. doi: 10.1093/jnci/djaa021.,Madan RA,https://www.ncbi.nlm.nih.gov/pubmed/32145020
10150,31822799,Systematic characterization of chromatin modifying enzymes identifies KDM3B as a critical regulator in castration resistant prostate cancer,Oncogene. 2020 Mar;39(10):2187-2201. doi: 10.1038/s41388-019-1116-8. Epub 2019 Dec 10.,Saraç H,https://www.ncbi.nlm.nih.gov/pubmed/31822799
10151,31302638,Lymph Node Involvement in Treatment-Naïve Prostate Cancer Patients: Correlation of PSMA PET/CT Imaging and Roach Formula in 280 Men in Radiotherapeutic Management,J Nucl Med. 2020 Jan;61(1):46-50. doi: 10.2967/jnumed.119.227637. Epub 2019 Jul 13.,Koerber SA,https://www.ncbi.nlm.nih.gov/pubmed/31302638
10152,32343628,Can the Adoption of Hypofractionation Guidelines Expand Global Radiotherapy Access? An Analysis for Breast and Prostate Radiotherapy,JCO Glob Oncol. 2020 Apr;6:667-678. doi: 10.1200/JGO.19.00261.,Irabor OC,https://www.ncbi.nlm.nih.gov/pubmed/32343628
10153,31814454,"Noncanonical Wnt as a prognostic marker in prostate cancer: ""you can't always get what you Wnt""",Expert Rev Mol Diagn. 2020 Feb;20(2):245-254. doi: 10.1080/14737159.2020.1702522. Epub 2019 Dec 12.,Fisher RR,https://www.ncbi.nlm.nih.gov/pubmed/31814454
10154,32272943,MR-PROTECT: Clinical feasibility of a prostate MRI-only radiotherapy treatment workflow and investigation of acceptance criteria,Radiat Oncol. 2020 Apr 9;15(1):77. doi: 10.1186/s13014-020-01513-7.,Persson E,https://www.ncbi.nlm.nih.gov/pubmed/32272943
10155,31825529,Anatomical study of the prostatic urethra using vinyl polysiloxane casts,Prostate. 2020 Feb;80(3):241-246. doi: 10.1002/pros.23937. Epub 2019 Dec 11.,Chen H,https://www.ncbi.nlm.nih.gov/pubmed/31825529
10156,32881870,"Activation of GPR56, a novel adhesion GPCR, is necessary for nuclear androgen receptor signaling in prostate cells",PLoS One. 2020 Sep 3;15(9):e0226056. doi: 10.1371/journal.pone.0226056. eCollection 2020.,Singh JP,https://www.ncbi.nlm.nih.gov/pubmed/32881870
10157,31851457,"Bone scan positivity in non-metastatic, castrate-resistant prostate cancer: external validation study",Int Braz J Urol. 2020 Jan-Feb;46(1):42-52. doi: 10.1590/S1677-5538.IBJU.2019.0225.,Johnston AW,https://www.ncbi.nlm.nih.gov/pubmed/31851457
10158,31825653,The FLASH effect depends on oxygen concentration,Br J Radiol. 2020 Feb 1;93(1106):20190702. doi: 10.1259/bjr.20190702. Epub 2019 Dec 20.,Adrian G,https://www.ncbi.nlm.nih.gov/pubmed/31825653
10159,31954695,CD44 variant 6 is associated with prostate cancer growth and chemo-/radiotherapy response in vivo,Exp Cell Res. 2020 Mar 15;388(2):111850. doi: 10.1016/j.yexcr.2020.111850. Epub 2020 Jan 16.,Ni J,https://www.ncbi.nlm.nih.gov/pubmed/31954695
10161,31851956,Male pelvic multi-organ segmentation aided by CBCT-based synthetic MRI,Phys Med Biol. 2020 Feb 4;65(3):035013. doi: 10.1088/1361-6560/ab63bb.,Lei Y,https://www.ncbi.nlm.nih.gov/pubmed/31851956
10163,31960153,The Emerging Role of Local Therapy in Metastatic Prostate Cancer,Curr Oncol Rep. 2020 Jan 20;22(1):2. doi: 10.1007/s11912-020-0868-1.,Sundahl N,https://www.ncbi.nlm.nih.gov/pubmed/31960153
10167,32685010,Molecular analysis of circulating tumor cells of metastatic castration-resistant Prostate Cancer Patients receiving (177)Lu-PSMA-617 Radioligand Therapy,Theranostics. 2020 Jun 18;10(17):7645-7655. doi: 10.7150/thno.44556. eCollection 2020.,Kessel K,https://www.ncbi.nlm.nih.gov/pubmed/32685010
10169,32029552,Modeling Acquired Resistance to the Second-Generation Androgen Receptor Antagonist Enzalutamide in the TRAMP Model of Prostate Cancer,Cancer Res. 2020 Apr 1;80(7):1564-1577. doi: 10.1158/0008-5472.CAN-18-3637. Epub 2020 Feb 6.,Cerasuolo M,https://www.ncbi.nlm.nih.gov/pubmed/32029552
10170,31734450,Enhanced radiosensitivity of LNCaP prostate cancer cell line by gold-photoactive nanoparticles modified with folic acid,Photodiagnosis Photodyn Ther. 2020 Mar;29:101602. doi: 10.1016/j.pdpdt.2019.101602. Epub 2019 Nov 14.,Changizi O,https://www.ncbi.nlm.nih.gov/pubmed/31734450
10171,33337358,Predictive clinical features for negative histopathology of MRI/Ultrasound-fusion-guided prostate biopsy in patients with high likelihood of cancer at prostate MRI: Analysis from a urologic outpatient clinic1,Clin Hemorheol Microcirc. 2020;76(4):503-511. doi: 10.3233/CH-209225.,Apfelbeck M,https://www.ncbi.nlm.nih.gov/pubmed/33337358
10173,32055749,The changing landscape in the management of newly diagnosed castration sensitive metastatic prostate cancer,Investig Clin Urol. 2020 Feb;61(Suppl 1):S3-S7. doi: 10.4111/icu.2020.61.S1.S3. Epub 2020 Jan 16.,Parker DC,https://www.ncbi.nlm.nih.gov/pubmed/32055749
10174,31025163,Novel Gastrin-Releasing Peptide Receptor Targeted Near-Infrared Fluorescence Dye for Image-Guided Surgery of Prostate Cancer,Mol Imaging Biol. 2020 Feb;22(1):85-93. doi: 10.1007/s11307-019-01354-1.,Pagoto A,https://www.ncbi.nlm.nih.gov/pubmed/31025163
10175,31468514,Notch signalling is a potential resistance mechanism of progenitor cells within patient-derived prostate cultures following ROS-inducing treatments,FEBS Lett. 2020 Jan;594(2):209-226. doi: 10.1002/1873-3468.13589. Epub 2019 Sep 17.,Packer JR,https://www.ncbi.nlm.nih.gov/pubmed/31468514
10176,31831560,"Preclinical Efficacy of a PSMA-Targeted Thorium-227 Conjugate (PSMA-TTC), a Targeted Alpha Therapy for Prostate Cancer",Clin Cancer Res. 2020 Apr 15;26(8):1985-1996. doi: 10.1158/1078-0432.CCR-19-2268. Epub 2019 Dec 12.,Hammer S,https://www.ncbi.nlm.nih.gov/pubmed/31831560
10177,31833179,Propensity score-matched comparison of docetaxel and androgen receptor axis-targeted agents in patients with castration-resistant intraductal carcinoma of the prostate,BJU Int. 2020 May;125(5):702-708. doi: 10.1111/bju.14970. Epub 2019 Dec 25.,Yamamoto A,https://www.ncbi.nlm.nih.gov/pubmed/31833179
10179,32250729,Urine Extracellular Vesicle GATA2 mRNA Discriminates Biopsy Result in Men with Suspicion of Prostate Cancer,J Urol. 2020 Oct;204(4):691-700. doi: 10.1097/JU.0000000000001066. Epub 2020 Apr 6.,Woo J,https://www.ncbi.nlm.nih.gov/pubmed/32250729
10181,32182733,Decreased Risk of Renal Calculi in Patients Receiving Androgen Deprivation Therapy for Prostate Cancer,Int J Environ Res Public Health. 2020 Mar 9;17(5):1762. doi: 10.3390/ijerph17051762.,Lin CY,https://www.ncbi.nlm.nih.gov/pubmed/32182733
10182,30726506,Evidence-based approach to active surveillance of prostate cancer,World J Urol. 2020 Mar;38(3):555-562. doi: 10.1007/s00345-019-02662-5. Epub 2019 Feb 6.,Witherspoon L,https://www.ncbi.nlm.nih.gov/pubmed/30726506
10184,32057714,Treatment Patterns and Outcomes in Patients With Metastatic Castration-resistant Prostate Cancer in a Real-world Clinical Practice Setting in the United States,Clin Genitourin Cancer. 2020 Aug;18(4):284-294. doi: 10.1016/j.clgc.2019.12.019. Epub 2020 Jan 7.,George DJ,https://www.ncbi.nlm.nih.gov/pubmed/32057714
10185,32286548,Clinical and genomic characterization of Low PSA Secretors: a unique subset of metastatic castration resistant prostate cancer,Prostate Cancer Prostatic Dis. 2021 Mar;24(1):81-87. doi: 10.1038/s41391-020-0228-0. Epub 2020 Apr 14.,Aggarwal R,https://www.ncbi.nlm.nih.gov/pubmed/32286548
10186,32453606,"Examination of the Association Between 3,4-Divanillyltetrahydrofuran Lignan (Urtica dioica Origin) and Prostate Cancer Cells by (131)I Radiolabeling",Cancer Biother Radiopharm. 2021 May;36(4):326-332. doi: 10.1089/cbr.2020.3602. Epub 2020 May 21.,Tekin V,https://www.ncbi.nlm.nih.gov/pubmed/32453606
10187,32156598,TACC3 promotes prostate cancer cell proliferation and restrains primary cilium formation,Exp Cell Res. 2020 May 15;390(2):111952. doi: 10.1016/j.yexcr.2020.111952. Epub 2020 Mar 7.,Qie Y,https://www.ncbi.nlm.nih.gov/pubmed/32156598
10188,31263944,T cells CD4+/CD8+ local immune modulation by prostate cancer hemi-cryoablation,World J Urol. 2020 Mar;38(3):673-680. doi: 10.1007/s00345-019-02861-0. Epub 2019 Jul 1.,Cerqueira MA,https://www.ncbi.nlm.nih.gov/pubmed/31263944
10189,31706946,Analysis of Magnetic Resonance Imaging-directed Biopsy Strategies for Changing the Paradigm of Prostate Cancer Diagnosis,Eur Urol Oncol. 2020 Feb;3(1):32-41. doi: 10.1016/j.euo.2019.10.001. Epub 2019 Nov 7.,Schoots IG,https://www.ncbi.nlm.nih.gov/pubmed/31706946
10190,32472278,Effect of information on prostate biopsy history on biopsy outcomes in the era of MRI-targeted biopsies,World J Urol. 2021 Apr;39(4):1153-1159. doi: 10.1007/s00345-020-03277-x. Epub 2020 May 29.,Lantz A,https://www.ncbi.nlm.nih.gov/pubmed/32472278
10191,31364875,"Efficacy of Synbiotics to Reduce Symptoms and Rectal Inflammatory Response in Acute Radiation Proctitis: A Randomized, Double-Blind, Placebo-Controlled Pilot Trial",Nutr Cancer. 2020;72(4):602-609. doi: 10.1080/01635581.2019.1647254. Epub 2019 Jul 31.,Nascimento M,https://www.ncbi.nlm.nih.gov/pubmed/31364875
10194,31810118,The role of JNK in prostate cancer progression and therapeutic strategies,Biomed Pharmacother. 2020 Jan;121:109679. doi: 10.1016/j.biopha.2019.109679. Epub 2019 Nov 24.,Xu R,https://www.ncbi.nlm.nih.gov/pubmed/31810118
10195,31980741,Targeting MEK5 impairs nonhomologous end-joining repair and sensitizes prostate cancer to DNA damaging agents,Oncogene. 2020 Mar;39(12):2467-2477. doi: 10.1038/s41388-020-1163-1. Epub 2020 Jan 24.,Broustas CG,https://www.ncbi.nlm.nih.gov/pubmed/31980741
10197,32205016,A phase I dose-escalation study of enzalutamide in combination with the AKT inhibitor AZD5363 (capivasertib) in patients with metastatic castration-resistant prostate cancer,Ann Oncol. 2020 May;31(5):619-625. doi: 10.1016/j.annonc.2020.01.074. Epub 2020 Feb 21.,Kolinsky MP,https://www.ncbi.nlm.nih.gov/pubmed/32205016
10198,32162868,Age-Adapted Prostate Cancer Gene 3 Score Interpretation - Suggestions for Clinical Use,Clin Lab. 2020 Mar 1;66(3). doi: 10.7754/Clin.Lab.2019.190714.,Hennenlotter J,https://www.ncbi.nlm.nih.gov/pubmed/32162868
10199,32313185,Integrated immunohistochemical and molecular analysis improves diagnosis of high-grade carcinoma in the urinary bladder of patients with prior radiation therapy for prostate cancer,Mod Pathol. 2020 Sep;33(9):1802-1810. doi: 10.1038/s41379-020-0543-y. Epub 2020 Apr 20.,Chan E,https://www.ncbi.nlm.nih.gov/pubmed/32313185
10200,32058354,PATIENT WITH UNILATERAL CHOROIDAL AND SEROUS RETINAL DETACHMENT WITH A HISTORY OF TREATED PROSTATE CANCER AND UNTREATED SARCOIDOSIS,Retin Cases Brief Rep. 2022 May 1;16(3):344-346. doi: 10.1097/ICB.0000000000000976. Epub 2020 Feb 13.,Schönbach EM,https://www.ncbi.nlm.nih.gov/pubmed/32058354
10202,32003207,The optimal core number and site for MRI-targeted biopsy of prostate? A systematic review and pooled analysis,Minerva Urol Nefrol. 2020 Apr;72(2):144-151. doi: 10.23736/S0393-2249.20.03639-5. Epub 2020 Jan 29.,Tu X,https://www.ncbi.nlm.nih.gov/pubmed/32003207
10203,32424106,"Transcriptional profiling identifies an androgen receptor activity-low, stemness program associated with enzalutamide resistance",Proc Natl Acad Sci U S A. 2020 Jun 2;117(22):12315-12323. doi: 10.1073/pnas.1922207117. Epub 2020 May 18.,Alumkal JJ,https://www.ncbi.nlm.nih.gov/pubmed/32424106
10204,32236169,"Enhanced selectivity, cellular uptake, and in vitro activity of an intrinsically fluorescent copper-tirapazamine nanocomplex for hypoxia targeted therapy in prostate cancer",Biomater Sci. 2020 May 7;8(9):2420-2433. doi: 10.1039/c9bm01905g. Epub 2020 Apr 1.,Silva VL,https://www.ncbi.nlm.nih.gov/pubmed/32236169
10207,31874726,Role of Changes in Magnetic Resonance Imaging or Clinical Stage in Evaluation of Disease Progression for Men with Prostate Cancer on Active Surveillance,Eur Urol. 2020 Apr;77(4):501-507. doi: 10.1016/j.eururo.2019.12.009. Epub 2019 Dec 23.,Chesnut GT,https://www.ncbi.nlm.nih.gov/pubmed/31874726
10208,32088155,Detection of Recurrent Prostate Cancer Using Prostate-specific Membrane Antigen Positron Emission Tomography in Patients not Meeting the Phoenix Criteria for Biochemical Recurrence After Curative Radiotherapy,Eur Urol Oncol. 2021 Oct;4(5):821-825. doi: 10.1016/j.euo.2020.01.002. Epub 2020 Feb 20.,Jansen BHE,https://www.ncbi.nlm.nih.gov/pubmed/32088155
10209,33119677,Prostate cancer survivors with symptoms of radiation cystitis have elevated fibrotic and vascular proteins in urine,PLoS One. 2020 Oct 29;15(10):e0241388. doi: 10.1371/journal.pone.0241388. eCollection 2020.,Zwaans BMM,https://www.ncbi.nlm.nih.gov/pubmed/33119677
10211,32124525,Comparison of complications after transrectal and transperineal prostate biopsy: a national population-based study,BJU Int. 2020 Jul;126(1):97-103. doi: 10.1111/bju.15039. Epub 2020 Apr 6.,Berry B,https://www.ncbi.nlm.nih.gov/pubmed/32124525
10212,32366670,"Pharmacokinetics, Safety, and Antitumor Effect of Apalutamide with Abiraterone Acetate plus Prednisone in Metastatic Castration-Resistant Prostate Cancer: Phase Ib Study",Clin Cancer Res. 2020 Jul 15;26(14):3517-3524. doi: 10.1158/1078-0432.CCR-19-3402. Epub 2020 May 4.,Posadas EM,https://www.ncbi.nlm.nih.gov/pubmed/32366670
10213,31601703,Additional Local Therapy for Liver Metastases in Patients with Metastatic Castration-Resistant Prostate Cancer Receiving Systemic PSMA-Targeted Therapy,J Nucl Med. 2020 May;61(5):723-728. doi: 10.2967/jnumed.119.233429. Epub 2019 Oct 10.,Seifert R,https://www.ncbi.nlm.nih.gov/pubmed/31601703
10214,32221791,Retrospective correlation of (68)ga-psma uptake with clinical parameters in prostate cancer patients undergoing definitive radiotherapy,Ann Nucl Med. 2020 Jun;34(6):388-396. doi: 10.1007/s12149-020-01462-x. Epub 2020 Mar 27.,Onal C,https://www.ncbi.nlm.nih.gov/pubmed/32221791
10215,31326219,"Prostate Magnetic Resonance Imaging, with or Without Magnetic Resonance Imaging-targeted Biopsy, and Systematic Biopsy for Detecting Prostate Cancer: A Cochrane Systematic Review and Meta-analysis",Eur Urol. 2020 Jan;77(1):78-94. doi: 10.1016/j.eururo.2019.06.023. Epub 2019 Jul 18.,Drost FH,https://www.ncbi.nlm.nih.gov/pubmed/31326219
10216,32444177,Rise in serum folate after androgen deprivation associated with worse prostate cancer-specific survival,Urol Oncol. 2020 Aug;38(8):682.e21-682.e27. doi: 10.1016/j.urolonc.2020.04.003. Epub 2020 May 20.,Liss MA,https://www.ncbi.nlm.nih.gov/pubmed/32444177
10217,32239889,Transient acantholytic dermatosis in a patient with prostate cancer,Dermatol Online J. 2020 Feb 15;26(2):13030/qt02s0n1zr.,Khan MS,https://www.ncbi.nlm.nih.gov/pubmed/32239889
10218,30832497,Orbital metastasis as presenting symptom from a prostatic adenocarcinoma,Eur J Ophthalmol. 2020 Jan;30(1):NP29-NP32. doi: 10.1177/1120672119832182. Epub 2019 Mar 4.,Pastore MR,https://www.ncbi.nlm.nih.gov/pubmed/30832497
10219,32370911,What Type of Prostate Cancer Is Systematically Overlooked by Multiparametric Magnetic Resonance Imaging? An Analysis from the PROMIS Cohort,Eur Urol. 2020 Aug;78(2):163-170. doi: 10.1016/j.eururo.2020.04.029. Epub 2020 May 1.,Norris JM,https://www.ncbi.nlm.nih.gov/pubmed/32370911
10220,32195681,"Role of metabolic imaging in diagnosis of primary, metastatic, and recurrent prostate cancer",Curr Opin Oncol. 2020 May;32(3):223-231. doi: 10.1097/CCO.0000000000000625.,Hadavand MA,https://www.ncbi.nlm.nih.gov/pubmed/32195681
10221,32040781,"Current status and future prospective of focal therapy for localized prostate cancer: development of multiparametric MRI, MRI-TRUS fusion image-guided biopsy, and treatment modalities",Int J Clin Oncol. 2020 Apr;25(4):509-520. doi: 10.1007/s10147-020-01627-8. Epub 2020 Feb 10.,Shoji S,https://www.ncbi.nlm.nih.gov/pubmed/32040781
10223,31955497,Prostate cancer in kidney transplant recipients - a nationwide register study,BJU Int. 2020 May;125(5):679-685. doi: 10.1111/bju.15002. Epub 2020 Feb 12.,Bratt O,https://www.ncbi.nlm.nih.gov/pubmed/31955497
10224,32149799,Solitary Penile Metastasis of Prostate Cancer on 18F-Fluciclovine PET/CT Imaging in a Patient With PSA of 1 ng/mL,Clin Nucl Med. 2020 May;45(5):389-391. doi: 10.1097/RLU.0000000000002987.,Salavati A,https://www.ncbi.nlm.nih.gov/pubmed/32149799
10226,32034191,"(68)Ga-PSMA-11 PET/CT in restaging castration-resistant nonmetastatic prostate cancer: detection rate, impact on patients' disease management and adequacy of impact",Sci Rep. 2020 Feb 7;10(1):2104. doi: 10.1038/s41598-020-58975-8.,Fourquet A,https://www.ncbi.nlm.nih.gov/pubmed/32034191
10227,32424596,"ESUR/ESUI consensus statements on multi-parametric MRI for the detection of clinically significant prostate cancer: quality requirements for image acquisition, interpretation and radiologists' training",Eur Radiol. 2020 Oct;30(10):5404-5416. doi: 10.1007/s00330-020-06929-z. Epub 2020 May 19.,de Rooij M,https://www.ncbi.nlm.nih.gov/pubmed/32424596
10228,31485740,Biopsy Grade Group as a reliable prognostic factor for BCR in Afro-Caribbean men with intermediate- and high-risk prostate cancer,World J Urol. 2020 Jun;38(6):1493-1499. doi: 10.1007/s00345-019-02931-3. Epub 2019 Sep 3.,Perrot E,https://www.ncbi.nlm.nih.gov/pubmed/31485740
10229,31994702,Semi-automated prediction approach of target shifts using machine learning with anatomical features between planning and pretreatment CT images in prostate radiotherapy,J Radiat Res. 2020 Mar 23;61(2):285-297. doi: 10.1093/jrr/rrz105.,Kai Y,https://www.ncbi.nlm.nih.gov/pubmed/31994702
10230,31653561,The role of salvage lymph node dissection in nonmetastatic castration-resistant prostate cancer: A single center experience,Urol Oncol. 2020 Feb;38(2):38.e9-38.e16. doi: 10.1016/j.urolonc.2019.09.016. Epub 2019 Oct 23.,Boeri L,https://www.ncbi.nlm.nih.gov/pubmed/31653561
10231,32385837,Unmet expectations in prostate cancer patients and their association with decision regret,J Cancer Surviv. 2020 Oct;14(5):731-738. doi: 10.1007/s11764-020-00888-6. Epub 2020 May 8.,Wollersheim BM,https://www.ncbi.nlm.nih.gov/pubmed/32385837
10232,31846689,Androgen receptor reverses the oncometabolite R-2-hydroxyglutarate-induced prostate cancer cell invasion via suppressing the circRNA-51217/miRNA-646/TGF?1/p-Smad2/3 signaling,Cancer Lett. 2020 Mar 1;472:151-164. doi: 10.1016/j.canlet.2019.12.014. Epub 2019 Dec 14.,Xu H,https://www.ncbi.nlm.nih.gov/pubmed/31846689
10233,32143573,Upregulation of the transcription factor TFAP2D is associated with aggressive tumor phenotype in prostate cancer lacking the TMPRSS2:ERG fusion,Mol Med. 2020 Mar 6;26(1):24. doi: 10.1186/s10020-020-00148-4.,Fraune C,https://www.ncbi.nlm.nih.gov/pubmed/32143573
10234,31502942,Variation in Magnetic Resonance Imaging-Ultrasound Fusion Targeted Biopsy Outcomes in Asian American Men: A Multicenter Study,J Urol. 2020 Mar;203(3):530-536. doi: 10.1097/JU.0000000000000534. Epub 2019 Sep 10.,Gross MD,https://www.ncbi.nlm.nih.gov/pubmed/31502942
10237,32172803,Radium-223 as an Approved Modality for Treatment of Bone Metastases,Semin Nucl Med. 2020 Mar;50(2):177-192. doi: 10.1053/j.semnuclmed.2019.11.005. Epub 2020 Mar 11.,Brito AE,https://www.ncbi.nlm.nih.gov/pubmed/32172803
10238,31732768,The effect of androgen deprivation therapy on (68)Ga-PSMA tracer uptake in non-metastatic prostate cancer patients,Eur J Nucl Med Mol Imaging. 2020 Mar;47(3):632-641. doi: 10.1007/s00259-019-04581-4. Epub 2019 Nov 15.,Onal C,https://www.ncbi.nlm.nih.gov/pubmed/31732768
10239,32411286,Mathematical Prostate Cancer Evolution: Effect of Immunotherapy Based on Controlled Vaccination Strategy,Comput Math Methods Med. 2020 Jan 13;2020:7970265. doi: 10.1155/2020/7970265. eCollection 2020.,Ba Dziul D,https://www.ncbi.nlm.nih.gov/pubmed/32411286
10240,32286677,Prognostic value of microRNA-20b expression level in patients with prostate cancer,Histol Histopathol. 2020 Aug;35(8):827-831. doi: 10.14670/HH-18-216. Epub 2020 Apr 14.,Zhang R,https://www.ncbi.nlm.nih.gov/pubmed/32286677
10242,32380981,Chromosomal instability in untreated primary prostate cancer as an indicator of metastatic potential,BMC Cancer. 2020 May 7;20(1):398. doi: 10.1186/s12885-020-06817-1.,Miller ET,https://www.ncbi.nlm.nih.gov/pubmed/32380981
10244,32194842,Auger radiopharmaceutical therapy targeting prostate-specific membrane antigen in a micrometastatic model of prostate cancer,Theranostics. 2020 Feb 3;10(7):2888-2896. doi: 10.7150/thno.38882. eCollection 2020.,Shen CJ,https://www.ncbi.nlm.nih.gov/pubmed/32194842
