entry_number,pmid,title,details,author,url,abstract
27111,34062733,Concurrent Physiological and Pathological Angiogenesis in Retinopathy of Prematurity and Emerging Therapies,Int J Mol Sci. 2021 May 1;22(9):4809. doi: 10.3390/ijms22094809.,Dai C,https://www.ncbi.nlm.nih.gov/pubmed/34062733,"Retinopathy of prematurity (ROP) is an ocular vascular disease affecting premature infants, characterized by pathological retinal neovascularization (RNV), dilated and tortuous retinal blood vessels, and retinal or vitreous hemorrhages that may lead to retinal detachment, vision impairment and blindness. Compared with other neovascular diseases, ROP is unique because of ongoing and concurrent physiological and pathological angiogenesis in the developing retina. While the disease is currently treated by laser or cryotherapy, anti-vascular endothelial growth factor (VEGF) agents have been extensively investigated but are not approved in the U.S. because of safety concerns that they negatively interfere with physiological angiogenesis of the developing retina. An ideal therapeutic strategy would selectively inhibit pathological but not physiological angiogenesis. Our group recently described a novel strategy that selectively and safely alleviates pathological RNV in animal models of ROP by targeting secretogranin III (Scg3), a disease-restricted angiogenic factor. The preclinical profile of anti-Scg3 therapy presents a high potential for next-generation disease-targeted anti-angiogenic therapy for the ROP indication. This review focuses on retinal vessel development in neonates, the pathogenesis of ROP and its underlying molecular mechanisms, including different animal models, and provides a summary of current and emerging therapies."
27112,33454505,"Design, synthesis and biological evaluation of water soluble and non-aggregated silicon phthalocyanines, naphthalocyanines against A549, SNU-398, SK-MEL128, DU-145, BT-20 and HFC cell lines as potential anticancer agents",Bioorg Chem. 2021 Feb;107:104637. doi: 10.1016/j.bioorg.2021.104637. Epub 2021 Jan 9.,Keleş T,https://www.ncbi.nlm.nih.gov/pubmed/33454505,"Cancer has become an important public problem in worldwide since cancer incidence and mortality are growing rapidly. In this study, water soluble and non-aggregated silicon (IV) phthalocyanines and naphthalocyanines containing (3,5-bis{3-[3-(diethylamino)phenoxy]propoxy}phenyl)methoxy groups have been synthesized and characterized to investigate their anticancer potential. Their DNA binding/nuclease, topoisomerases inhibition were investigated using UV-Vis absorption, thermal denaturation and agarose gel electrophoresis. The in vitro cytotoxic properties of the compounds on human lung (A549), breast (BT-20), liver (SNU-398), prostate (DU-145), melanoma (SK-Mel 128) carcinoma and human fibroblast (HFC) normal cell lines were evaluated by using MTT assay. In order to determine the mechanism of cancer cell growth suppression, cell cycle analysis was carried out using flow cytometer on A549 cell line. The K<sub>b</sub> values of SiPc1a and SiNc2a were 6.85 ± (0.35) × 10<sup>6</sup> and 1.72 ± (0.16) × 10<sup>4</sup> M<sup>-1</sup> and T<sub>m</sub> values of ct-DNA were calculated as 82.02 °C and 78.07 °C, respectively in the presence of both compounds. The Δ<sub>Tm</sub> values of SiPc1a and SiNc2a were calculated as 6.45 and 2.50 °C, respectively. The nuclease effects of SiPc1a and SiNc2a with supercoiled plasmid pBR322 DNA demonstrated that both compounds did not trigger any DNA nuclease effects at the lowest concentrations without irradiation whereas both compounds in the presence of activating agent (H<sub>2</sub>O<sub>2</sub>) showed significant plasmid DNA nuclease actions under irradiation (22.5 J/cm<sup>2</sup>). SiPc1a and SiNc2a inhibited to topoisomerase I on increasing concentrations whilst they had lower inhibition action toward topoisomerase II that of topoisomerase I. The in vitro cytotoxicity studies displayed that SiPc1a had the highest cytotoxic effects among the tested compounds against A549, SNU-398, SK-MEL128, DU-145, BT-20 and HFC cell lines with CC<sub>50</sub> values ranged from 0.49 to 2.99 µM. Furthermore, SiPc1a inhibited cell proliferation by cell cycle arrest in G<sub>0</sub>/G<sub>1</sub> phase. All of these results suggested that SiPc1a is a promising candidate as an anticancer agent."
27113,33876843,Dual inhibition of MEK1/2 and MEK5 suppresses the EMT/migration axis in triple-negative breast cancer through FRA-1 regulation,J Cell Biochem. 2021 Aug;122(8):835-850. doi: 10.1002/jcb.29916. Epub 2021 Apr 20.,Hoang VT,https://www.ncbi.nlm.nih.gov/pubmed/33876843,"Triple-negative breast cancer (TNBC) presents a clinical challenge due to the aggressive nature of the disease and a lack of targeted therapies. Constitutive activation of the mitogen-activated protein kinase (MAPK)/extracellular signal-regulated kinase (ERK) pathway has been linked to chemoresistance and metastatic progression through distinct mechanisms, including activation of epithelial-to-mesenchymal transition (EMT) when cells adopt a motile and invasive phenotype through loss of epithelial markers (CDH1), and acquisition of mesenchymal markers (VIM, CDH2). Although MAPK/ERK1/2 kinase inhibitors (MEKi) are useful antitumor agents in a clinical setting, including the Food and Drug Administration (FDA)-approved MEK1,2 dual inhibitors cobimetinib and trametinib, there are limitations to their clinical utility, primarily adaptation of the BRAF pathway and ocular toxicities. The MEK5 (HGNC: MAP2K5) pathway has important roles in metastatic progression of various cancer types, including those of the prostate, colon, bone and breast, and elevated levels of ERK5 expression in breast carcinomas are linked to a worse prognoses in TNBC patients. The purpose of this study is to explore MEK5 regulation of the EMT axis and to evaluate a novel pan-MEK inhibitor on clinically aggressive TNBC cells. Our results show a distinction between the MEK1/2 and MEK5 cascades in maintenance of the mesenchymal phenotype, suggesting that the MEK5 pathway may be necessary and sufficient in EMT regulation while MEK1/2 signaling further sustains the mesenchymal state of TNBC cells. Furthermore, additive effects on MET induction are evident through the inhibition of both MEK1/2 and MEK5. Taken together, these data demonstrate the need for a better understanding of the individual roles of MEK1/2 and MEK5 signaling in breast cancer and provide a rationale for the combined targeting of these pathways to circumvent compensatory signaling and subsequent therapeutic resistance."
27114,32805094,Has the Affordable Care Act Been Associated with Increased Insurance Coverage and Early-stage Diagnoses of Bone and Soft-tissue Sarcomas in Adults?,Clin Orthop Relat Res. 2021 Mar 1;479(3):493-502. doi: 10.1097/CORR.0000000000001438.,Malik AT,https://www.ncbi.nlm.nih.gov/pubmed/32805094,"BACKGROUND: Treatment of bone and soft-tissue sarcomas can be costly, and therefore, it is not surprising that insurance status of patients is a prognostic factor in determining overall survival. Furthermore, uninsured individuals with suspected bone and/or soft-tissue masses routinely encounter difficulty in obtaining access to basic healthcare (such as office visits, radiology scans), and therefore are more likely to be diagnosed with later stages at presentation. The Patient Protection and Affordable Care Act (ACA) mandate of 2010 aimed to increase access to care for uninsured individuals by launching initiatives, such as expanding Medicaid eligibility, subsidizing private insurance, and developing statewide mandates requiring individuals to have a prescribed minimum level of health insurance. Although prior reports have demonstrated that the ACA increased both coverage and the proportion of early-stage diagnoses among patients with common cancers (including breast, colon, prostate, and lung), it is unknown whether similar improvements have occurred for patients with bone and soft-tissue sarcomas. Understanding changes in insurance coverages and stage at diagnosis of patients with bone and soft-tissue sarcomas would be paramount in establishing policies that will ensure orthopaedic cancer care is made equitable and accessible to all. QUESTIONS/PURPOSES: (1) Has the introduction of the ACA been associated with changes in insurance coverage for adult patients with newly diagnosed bone and soft-tissue sarcomas? (2) Did the introduction of health reforms under the ACA lead to an increased proportion of sarcoma diagnoses occurring at earlier disease stages? METHODS: The 2007 to 2015 Surveillance, Epidemiology and End Results database was queried using International Classification of Diseases for Oncology codes for primary malignant bone tumors of the upper and lower extremity (C40.0 to C40.3), unspecified or other overlapping bone, articular cartilage, and joint and/or ribs, sternum, or clavicle (C40.8 to C40.9, C41.3, and C41.8 to C41.9), vertebral column (C41.2), pelvis (C41.4, C41.8, and C41.9), and soft-tissue sarcomas of the upper or lower extremity and/or pelvis (C49.1, C49.2, and C49.5). A total of 15,287 patients with newly diagnosed cancers were included, of which 3647 (24%) were malignant bone tumors and 11,640 (76%) were soft-tissue sarcomas. The study sample was divided into three cohorts according to specified time periods: pre-ACA from 2007 to 2010 (6537 patients), pre-Medicaid expansion from 2011 to 2013 (5076 patients), and post-Medicaid expansion from 2014 to 2015 (3674 patients). The Pearson chi square tests were used to assess for changes in the proportion of Medicaid and uninsured patients across the specified time periods: pre-ACA, pre-expansion and post-expansion. A differences-in-differences analysis was also performed to assess changes in insurance coverage for Medicaid and uninsured patients among states that chose to expand Medicaid coverage in 2014 under the ACA's provision versus those who opted out of Medicaid expansion. Since the database switched to using the American Joint Commission on Cancer (AJCC) 7th edition staging system in 2010, linear regression using data only from 2010 to 2015 was performed that assessed changes in cancer stage at diagnosis from 2010 to 2015 alone. After stratifying by cancer type (bone or soft-tissue sarcoma), Pearson chi square tests were used to assess for changes in the proportion of patients who were diagnosed with early, late, and unknown stage at presentation before Medicaid expansion (2011-2013) and after Medicaid expansion (2014-2015) among states that chose to expand versus those who did not. RESULTS: After stratifying by time cohorts: pre-ACA (2007 to 2010), pre-expansion (2011 to 2013) and post-expansion (2014 to 2015), we observed that the most dramatic changes occurred after Medicaid eligibility was expanded (2014 onwards), with Medicaid proportions increasing from 12% (pre-expansion, 2011 to 2013) to 14% (post-expansion, 2014 to 2015) (p < 0.001) and uninsured proportions decreasing from 5% (pre-expansion, 2011 to 2013) to 3% (post-expansion, 2014 to 2015) (p < 0.001). A differences-in-differences analysis that assessed the effect of Medicaid expansion showed that expanded states had an increase in the proportion of Medicaid patients compared with non-expanded states, (3.6% [95% confidence interval 0.4 to 6.8]; p = 0.03) from 2014 onwards. For the entire study sample, the proportion of early-stage diagnoses (I/II) increased from 56% (939 of 1667) in 2010 to 62% (1137 of 1840) in 2015 (p = 0.003). Similarly, the proportion of unknown stage diagnoses decreased from 11% (188 of 1667) in 2010 to 7% (128 of 1840) in 2015 (p = 0.002). There was no change in proportion of late-stage diagnoses (III/IV) from 32% (540 of 1667) in 2010 to 31% (575 of 1840) in 2015 (p = 0.13). CONCLUSION: Access to cancer care for patients with primary bone or soft-tissue sarcomas improved after the ACA was introduced, as evidenced by a decrease in the proportion of uninsured patients and corresponding increase in Medicaid coverage. Improvements in coverage were most significant among states that adopted the Medicaid expansion of 2014. Furthermore, we observed an increasing proportion of early-stage diagnoses after the ACA was implemented. The findings support the preservation of the ACA to ensure cancer care is equitable and accessible to all vulnerable patient populations. LEVEL OF EVIDENCE: Level III, therapeutic study."
27115,33831375,"Characterizing genetic intra-tumor heterogeneity across 2,658 human cancer genomes",Cell. 2021 Apr 15;184(8):2239-2254.e39. doi: 10.1016/j.cell.2021.03.009. Epub 2021 Apr 7.,Dentro SC,https://www.ncbi.nlm.nih.gov/pubmed/33831375,"Intra-tumor heterogeneity (ITH) is a mechanism of therapeutic resistance and therefore an important clinical challenge. However, the extent, origin, and drivers of ITH across cancer types are poorly understood. To address this, we extensively characterize ITH across whole-genome sequences of 2,658 cancer samples spanning 38 cancer types. Nearly all informative samples (95.1%) contain evidence of distinct subclonal expansions with frequent branching relationships between subclones. We observe positive selection of subclonal driver mutations across most cancer types and identify cancer type-specific subclonal patterns of driver gene mutations, fusions, structural variants, and copy number alterations as well as dynamic changes in mutational processes between subclonal expansions. Our results underline the importance of ITH and its drivers in tumor evolution and provide a pan-cancer resource of comprehensively annotated subclonal events from whole-genome sequencing data."
27116,33283321,The potential therapeutic role of PTR1 gene in non-healing anthroponotic cutaneous leishmaniasis due to Leishmania tropica,J Clin Lab Anal. 2021 Mar;35(3):e23670. doi: 10.1002/jcla.23670. Epub 2020 Dec 7.,Sezavar M,https://www.ncbi.nlm.nih.gov/pubmed/33283321,"BACKGROUND: Drug resistance is a common phenomenon frequently observed in countries where leishmaniasis is endemic. Due to the production of the pteridine reductase enzyme (PTR1), drugs lose their efficacy, and consequently, the patient becomes unresponsive to treatment. This study aimed to compare the in vitro effect of meglumine antimoniate (MA) on non- healing Leishmania tropica isolates and on MA transfected non-healing one to PTR1. METHODS: Two non-healing and one healing isolates of L. tropica were collected from patients who received two courses or one cycle of intralesional MA along with biweekly liquid nitrogen cryotherapy or systemic treatment alone, respectively. After confirmation of L. tropica isolates by polymerase chain reaction (PCR), the recombinant plasmid pcDNA-rPTR (antisense) was transfected via electroporation and cultured on M199. Isolates in form of promastigotes were treated with different concentrations of MA and read using an enzyme-linked immunosorbent assay (ELISA) reader and the half inhibitory concentration (IC<sub>50</sub> ) value was calculated. The amastigotes were grown in mouse macrophages and were similarly treated with various concentrations of MA. The culture glass slides were stained, and the mean number of intramacrophage amastigotes and infected macrophages were assessed in triplicate for both stages. RESULTS: All three transfected isolates displayed a reduction in optical density compared with the promastigotes in respective isolates, although there was no significant difference between non-healing and healing isolates. In contrast, in the clinical form (amastigotes), there was a significant difference between non-healing and healing isolates (p < 0.05). CONCLUSION: The results indicated that the PTR1 gene reduced the efficacy of the drug, and its inhibition by antisense and could improve the treatment of non-healing cases. These findings have future implications in the prophylactic and therapeutic modality of non- healing Leishmania isolates to drug."
27117,33989025,Randomized Phase III Trial of Gemcitabine and Cisplatin With Bevacizumab or Placebo in Patients With Advanced Urothelial Carcinoma: Results of CALGB 90601 (Alliance),J Clin Oncol. 2021 Aug 1;39(22):2486-2496. doi: 10.1200/JCO.21.00286. Epub 2021 May 14.,Rosenberg JE,https://www.ncbi.nlm.nih.gov/pubmed/33989025,"PURPOSE: The combination of gemcitabine and cisplatin (GC) is a standard therapy for metastatic urothelial carcinoma. Based on data that angiogenesis plays a role in urothelial carcinoma growth and progression, a randomized placebo-controlled trial was performed with the primary objective of testing whether patients treated with GC and bevacizumab (GCB) have superior overall survival (OS) than patients treated with GC and placebo (GCP). PATIENTS AND METHODS: Between July 2009 and December 2014, 506 patients with metastatic urothelial carcinoma without prior chemotherapy for metastatic disease and no neoadjuvant or adjuvant chemotherapy within 12 months were randomly assigned to receive either GCB or GCP. The primary end point was OS, with secondary end points of progression-free survival, objective response, and toxicity. RESULTS: With a median follow-up of 76.3 months among alive patients, the median OS was 14.5 months for patients treated with GCB and 14.3 months for patients treated with GCP (hazard ratio for death = 0.87; 95% CI, 0.72 to 1.05; two-sided stratified log-rank <i>P</i> = .14). The median progression-free survival was 8.0 months for GCB and 6.7 months for GCP (hazard ratio = 0.77; 95% CI, 0.63 to 0.95; <i>P</i> = .016). The proportion of patients with grade 3 or greater adverse events did not differ significantly between both arms, although increased bevacizumab-related toxicities such as hypertension and proteinuria occurred in the bevacizumab-treated arm. CONCLUSION: The addition of bevacizumab to GC did not result in improved OS. The observed median OS of about 14 months is consistent with prior phase III trials of cisplatin-based chemotherapy."
27118,33845814,Expression patterns of the immune checkpoint ligand CD276 in urothelial carcinoma,BMC Urol. 2021 Apr 12;21(1):60. doi: 10.1186/s12894-021-00829-0.,Aicher WK,https://www.ncbi.nlm.nih.gov/pubmed/33845814,"BACKGROUND: CD276 is an immune checkpoint molecule. Elevated CD276 expression by urothelial carcinoma is associated with poor prognosis, but little is known about its expression across different tumor stages. We therefore investigated CD276 expression in bladder cancer (BC) cells and in tissue samples of BC stages from pT2 to pT4. METHODS: CD276 expression was explored in 4 urothelial cancer cell lines and 4 primary normal urothelial cell populations by quantitative RT-PCR, Western blot and flow cytometry. CD276 was investigated in bladder tumors from 98 patients by immunohistochemistry using a score (0-300) incorporating both, staining intensity and area of CD276 staining. Normal appearing urothelium in the bladder of the same patients served as controls. RESULTS: The urothelial carcinoma cell lines expressed significantly higher levels of CD276 on transcript (p < 0.006), total protein levels (p < 0.005), and on the cell surface (p < 0.02) when compared to normal urothelial cells. In pT2-T4 tumor tissue samples, CD276 was overexpressed (median score 185) when compared to corresponding healthy tissues from the same patients (median score 50; p < 0.001). No significant differences in CD276 expression were recorded in late, locally advanced ≥ pT3a tumors (median score 185) versus organ-confined < pT3a tumors (median score 190), but it was significantly lower in the normal urothelial tissue associated with ≥ pT3a tumors (median score 40) versus < pT3a tumors (median score 80; p < 0.05). CONCLUSION: CD276 expression is significantly elevated in urothelial carcinoma cells in all stages but varies between individuals considerably. Reduced CD276 expression in normal urothelial cells may imply that these cells would be protected from CD276-mediated immuno therapies."
27119,32347768,Multi-institutional validation of the ESMO-ESGO-ESTRO consensus conference risk grouping in Turkish endometrial cancer patients treated with comprehensive surgical staging,J Obstet Gynaecol. 2021 Apr;41(3):414-420. doi: 10.1080/01443615.2020.1737661. Epub 2020 Apr 29.,Gultekin M,https://www.ncbi.nlm.nih.gov/pubmed/32347768,"In this study, 683 patients with endometrial cancer (EC) after comprehensive surgical staging were classified into four risk groups as low (LR), intermediate (IR), high-intermediate (HIR) and high-risk (HR), according to the recent consensus risk grouping. Patients with disease confined to the uterus, ≥50% myometrial invasion (MI) and/or grade 3 histology were treated with vaginal brachytherapy (VBT). Patients with stage II disease, positive/close surgical margins or extra-uterine extension were treated with external beam radiotherapy (EBRT)±VBT. The median follow-up was 56 months. The overall survival (OS) was significantly different between LR and HR groups, and there was a trend between LR and HIR groups. Relapse-free survival (RFS) was significantly different between LR and HIR, LR and HR and IR and HR groups. There was no significant difference in OS and RFS rates between the HIR and HR groups. In HR patients, the OS and RFS rates were significantly higher in stage IB - grade 3 and stage II compared to stage III and non-endometrioid histology without any difference between the two uterine-confined stages and between stage III and non-endometrioid histology. The current risk grouping does not clearly discriminate the HIR and IR groups. In patients with comprehensive surgical staging, a further risk grouping is needed to distinguish the real HR group.Impact statement<b>What is already known on this subject?</b> The standard treatment for endometrial cancer (EC) is surgery and adjuvant radiotherapy (RT) and/or chemotherapy is recommended according to risk factors. The recent European Society for Medical Oncology (ESMO), European Society of Gynaecological Oncology (ESGO) and European Society for Radiotherapy and Oncology (ESTRO) guideline have introduced a new risk group. However, the risk grouping is still quite heterogeneous.<b>What do the results of this study add?</b> This study demonstrated that the current risk grouping recommended by ESMO-ESGO-ESTRO does not clearly discriminate the intermediate risk (IR) and high-intermediate risk (HIR) groups.<b>What are the implications of these findings for clinical practice and/or further research?</b> Based on the results of this study, a new risk grouping can be made to discriminate HIR and IR groups clearly in patients with comprehensive surgical staging."
27120,33603169,HACE1 blocks HIF1α accumulation under hypoxia in a RAC1 dependent manner,Oncogene. 2021 Mar;40(11):1988-2001. doi: 10.1038/s41388-021-01680-1. Epub 2021 Feb 18.,Turgu B,https://www.ncbi.nlm.nih.gov/pubmed/33603169,"Uncovering the mechanisms that underpin how tumor cells adapt to microenvironmental stress is essential to better understand cancer progression. The HACE1 (HECT domain and ankyrin repeat-containing E3 ubiquitin-protein ligase) gene is a tumor suppressor that inhibits the growth, invasive capacity, and metastasis of cancer cells. However, the direct regulatory pathways whereby HACE1 confers this tumor-suppressive effect remain to be fully elucidated. In this report, we establish a link between HACE1 and the major stress factor, hypoxia-inducible factor 1 alpha (HIF1α). We find that HACE1 blocks the accumulation of HIF1α during cellular hypoxia through decreased protein stability. This property is dependent on HACE1 E3 ligase activity and loss of Ras-related C3 botulinum toxin substrate 1 (RAC1), an established target of HACE1 mediated ubiquitinylation and degradation. In vivo, genetic deletion of Rac1 reversed the increased HIF1α expression observed in Hace1<sup>-/-</sup> mice in murine KRas<sup>G12D</sup>-driven lung tumors. An inverse relationship was observed between HACE1 and HIF1α levels in tumors compared to patient-matched normal kidney tissues, highlighting the potential pathophysiological significance of our findings. Together, our data uncover a previously unrecognized function for the HACE1 tumor suppressor in blocking HIF1α accumulation under hypoxia in a RAC1-dependent manner."
27121,34021002,Proteomic Screens for Suppressors of Anoikis Identify IL1RAP as a Promising Surface Target in Ewing Sarcoma,Cancer Discov. 2021 Nov;11(11):2884-2903. doi: 10.1158/2159-8290.CD-20-1690. Epub 2021 May 21.,Zhang HF,https://www.ncbi.nlm.nih.gov/pubmed/34021002,"Cancer cells must overcome anoikis (detachment-induced death) to successfully metastasize. Using proteomic screens, we found that distinct oncoproteins upregulate IL1 receptor accessory protein (IL1RAP) to suppress anoikis. IL1RAP is directly induced by oncogenic fusions of Ewing sarcoma, a highly metastatic childhood sarcoma. IL1RAP inactivation triggers anoikis and impedes metastatic dissemination of Ewing sarcoma cells. Mechanistically, IL1RAP binds the cell-surface system X<sub>c</sub> <sup>-</sup> transporter to enhance exogenous cystine uptake, thereby replenishing cysteine and the glutathione antioxidant. Under cystine depletion, IL1RAP induces cystathionine gamma lyase (CTH) to activate the transsulfuration pathway for <i>de novo</i> cysteine synthesis. Therefore, IL1RAP maintains cyst(e)ine and glutathione pools, which are vital for redox homeostasis and anoikis resistance. IL1RAP is minimally expressed in pediatric and adult normal tissues, and human anti-IL1RAP antibodies induce potent antibody-dependent cellular cytotoxicity of Ewing sarcoma cells. Therefore, we define IL1RAP as a new cell-surface target in Ewing sarcoma, which is potentially exploitable for immunotherapy. SIGNIFICANCE: Here, we identify cell-surface protein IL1RAP as a key driver of metastasis in Ewing sarcoma, a highly aggressive childhood sarcoma. Minimal expression in pediatric and adult normal tissues nominates IL1RAP as a promising target for immunotherapy.<i>See related commentary by Yoon and DeNicola, p. 2679</i>.<i>This article is highlighted in the In This Issue feature, p. 2659</i>."
27122,33795875,A PRC2-independent function for EZH2 in regulating rRNA 2'-O methylation and IRES-dependent translation,Nat Cell Biol. 2021 Apr;23(4):341-354. doi: 10.1038/s41556-021-00653-6. Epub 2021 Apr 1.,Yi Y,https://www.ncbi.nlm.nih.gov/pubmed/33795875,"Dysregulated translation is a common feature of cancer. Uncovering its governing factors and underlying mechanism are important for cancer therapy. Here, we report that enhancer of zeste homologue 2 (EZH2), previously known as a transcription repressor and lysine methyltransferase, can directly interact with fibrillarin (FBL) to exert its role in translational regulation. We demonstrate that EZH2 enhances rRNA 2'-O methylation via its direct interaction with FBL. Mechanistically, EZH2 strengthens the FBL-NOP56 interaction and facilitates the assembly of box C/D small nucleolar ribonucleoprotein. Strikingly, EZH2 deficiency impairs the translation process globally and reduces internal ribosome entry site (IRES)-dependent translation initiation in cancer cells. Our findings reveal a previously unrecognized role of EZH2 in cancer-related translational regulation."
27123,33805598,Targeting Intercellular Communication in the Bone Microenvironment to Prevent Disseminated Tumor Cell Escape from Dormancy and Bone Metastatic Tumor Growth,Int J Mol Sci. 2021 Mar 13;22(6):2911. doi: 10.3390/ijms22062911.,Kreps LM,https://www.ncbi.nlm.nih.gov/pubmed/33805598,"Metastasis to the bone is a common feature of many cancers including those of the breast, prostate, lung, thyroid and kidney. Once tumors metastasize to the bone, they are essentially incurable. Bone metastasis is a complex process involving not only intravasation of tumor cells from the primary tumor into circulation, but extravasation from circulation into the bone where they meet an environment that is generally suppressive of their growth. The bone microenvironment can inhibit the growth of disseminated tumor cells (DTC) by inducing dormancy of the DTC directly and later on following formation of a micrometastatic tumour mass by inhibiting metastatic processes including angiogenesis, bone remodeling and immunosuppressive cell functions. In this review we will highlight some of the mechanisms mediating DTC dormancy and the complex relationships which occur between tumor cells and bone resident cells in the bone metastatic microenvironment. These inter-cellular interactions may be important targets to consider for development of novel effective therapies for the prevention or treatment of bone metastases."
27124,33737634,"Nutritional, phytochemical, and in vitro anticancer potential of sugar apple (Annona squamosa) fruits",Sci Rep. 2021 Mar 18;11(1):6224. doi: 10.1038/s41598-021-85772-8.,Shehata MG,https://www.ncbi.nlm.nih.gov/pubmed/33737634,"In plants, Fruits and their wastes are the main sources of bioactive compounds. Currently, Annona fruits have attracted the attention of people interested in health-promoting foods due to their phytochemical content that their activities were not studied before. This study aimed to explore the potential antioxidant, antimicrobial, and in vitro anticancer activity of two cultivars Annona squamosa (Annona b. and Annona h.) seed, peel, and pulp. We also meausred phenolic, flavonoid, sulfated polysaccharide, tannins, and triterpenoids. Polyphenol identification was determined using RP-HPLC. Results of the antioxidant activity revealed that the highest activity was observed for Annona h. seed extract using DPPH and ABTS assays with IC<sub>50</sub> 6.07 ± 0.50 and 9.58 ± 0.53 µg/ml, respectively. The antimicrobial activity against various pathogenic strains revealed that the peel extracts of both Annona b. and Annona h. exhibited the best antimicrobial activity. We also assessed the IC<sub>50</sub> values for anticancer activity in all six Annona b. and Annona h samples against four cancer cell lines colon (Caco-2), prostate (PC3), liver (HepG-2), and breast (MCF-7) using MTT assay. Annona b. and Annona h seed extracts had the lowest IC<sub>50</sub> values for four cancer cell lines with 7.31 ± 0.03 and 15.99 ± 1.25 for PC-3 and MCF-7, respectively. Both seed extracts, Annona b. and Annona h., showed significantly down-regulated mRNA expression of Bcl-2 and up-regulated p53 in all treated cell lines. Apoptosis was evaluated using nuclear staining, flow cytometric analysis, and immunohistochemistry of the proliferation marker (Ki-67). Additional studies are required to characterize the bioactive compounds responsible for the observed activities of Annona seed and determine its mechanism as an anticancer drug."
27125,34558308,Proton therapy for prostate cancer: current state and future perspectives,Br J Radiol. 2022 Mar 1;95(1131):20210670. doi: 10.1259/bjr.20210670. Epub 2021 Sep 24.,Wu YY,https://www.ncbi.nlm.nih.gov/pubmed/34558308,"OBJECTIVE: Localized prostate cancer can be treated with several radiotherapeutic approaches. Proton therapy (PT) can precisely target tumors, thus sparing normal tissues and reducing side-effects without sacrificing cancer control. However, PT is a costly treatment compared with conventional photon radiotherapy, which may undermine its overall efficacy. In this review, we summarize current data on the dosimetric rationale, clinical benefits, and cost of PT for prostate cancer. METHODS: An extensive literature review of PT for prostate cancer was performed with emphasis on studies investigating dosimetric advantage, clinical outcomes, cost-effective strategies, and novel technology trends. RESULTS: PT is safe, and its efficacy is comparable to that of standard photon-based therapy or brachytherapy. Data on gastrointestinal, genitourinary, and sexual function toxicity profiles are conflicting; however, PT is associated with a low risk of second cancer and has no effects on testosterone levels. Regarding cost-effectiveness, PT is suboptimal, although evolving trends in radiation delivery and construction of PT centers may help reduce the cost. CONCLUSION: PT has several advantages over conventional photon radiotherapy, and novel approaches may increase its efficacy and safety. Large prospective randomized trials comparing photon therapy with proton-based treatments are ongoing and may provide data on the differences in efficacy, toxicity profile, and quality of life between proton- and photon-based treatments for prostate cancer in the modern era. ADVANCES IN KNOWLEDGE: PT provides excellent physical advantages and has a superior dose profile compared with X-ray radiotherapy. Further evidence from clinical trials and research studies will clarify the role of PT in the treatment of prostate cancer, and facilitate the implementation of PT in a more accessible, affordable, efficient, and safe way."
27127,34526701,Neoadjuvant hormonal therapy before radical prostatectomy in high-risk prostate cancer,Nat Rev Urol. 2021 Dec;18(12):739-762. doi: 10.1038/s41585-021-00514-9. Epub 2021 Sep 15.,Devos G,https://www.ncbi.nlm.nih.gov/pubmed/34526701,"Patients with high-risk prostate cancer treated with curative intent are at an increased risk of biochemical recurrence, metastatic progression and cancer-related death compared with patients treated for low-risk or intermediate-risk disease. Thus, these patients often need multimodal therapy to achieve complete disease control. Over the past two decades, multiple studies on the use of neoadjuvant treatment have been performed using conventional androgen deprivation therapy, which comprises luteinizing hormone-releasing hormone agonists or antagonists and/or first-line anti-androgens. However, despite results from these studies demonstrating a reduction in positive surgical margins and tumour volume, no benefit has been observed in hard oncological end points, such as cancer-related death. The introduction of potent androgen receptor signalling inhibitors (ARSIs), such as abiraterone, apalutamide, enzalutamide and darolutamide, has led to a renewed interest in using neoadjuvant hormonal treatment in high-risk prostate cancer. The addition of ARSIs to androgen deprivation therapy has demonstrated substantial survival benefits in the metastatic castration-resistant, non-metastatic castration-resistant and metastatic hormone-sensitive settings. Intuitively, a similar survival effect can be expected when applying ARSIs as a neoadjuvant strategy in high-risk prostate cancer. Most studies on neoadjuvant ARSIs use a pathological end point as a surrogate for long-term oncological outcome. However, no consensus yet exists regarding the ideal definition of pathological response following neoadjuvant hormonal therapy and pathologists might encounter difficulties in determining pathological response in hormonally treated prostate specimens. The neoadjuvant setting also provides opportunities to gain insight into resistance mechanisms against neoadjuvant hormonal therapy and, consequently, to guide personalized therapy."
